position,rank,team,salary,fetch_name,followers,username,full_name,profile_pic_url,is_verified,is_private,id,name
PF,93,Sacramento Kings,12307692,Zach Randolph,156940,macbo50,Zach Randolph,https://scontent-lga3-1.cdninstagram.com/vp/372d279cc4293cc5d12a555c67496d72/5B666353/t51.2885-19/s150x150/13561700_1721834001402644_198675903_a.jpg,true,false,183007662,Zach Randolph
C,94,Orlando Magic,12250000,Nikola Vucevic,50,nikolavucevic9,Nikola Vučević,https://scontent-lga3-1.cdninstagram.com/vp/816b4b47e092731b5ab50614e63ad7e9/5B7ACD1F/t51.2885-19/s150x150/12276788_1669864129948959_729637147_a.jpg,false,false,2289567502,Nikola Vucevic
SF,95,New Orleans Pelicans,12236535,Solomon Hill,121,solomonhill44,Solomon Hill,https://scontent-lga3-1.cdninstagram.com/vp/17e3f70b3b49b9120b4a9fe2fbe02021/5B79521D/t51.2885-19/11931027_1636276823318716_61690171_a.jpg,false,false,447456118,Solomon Hill
C,96,Minnesota Timberwolves,12100000,Nikola Pekovic,0,pekovic.n14,Nikola Pekovic,https://scontent-lga3-1.cdninstagram.com/vp/6b0d227b941f520a2cdcb600831eb735/5B98CE01/t51.2885-19/11377542_404564966400617_729649564_a.jpg,false,true,2096181556,Nikola Pekovic
SF,97,Denver Nuggets,12016854,Wilson Chandler,53854,chandlernwilson,Chandler Wilson,https://scontent-lga3-1.cdninstagram.com/vp/0405a8c601b86455ea1cc0855d075dce/5B9944AE/t51.2885-19/s150x150/29088201_473881663009871_2719328147978846208_n.jpg,true,false,6824641,Wilson Chandler
PG,98,Charlotte Hornets,12000000,Kemba Walker,1038880,_kw15,Kemba Walker,https://scontent-lga3-1.cdninstagram.com/vp/079f313f8b8c09b76ddf23a806c3d02c/5B67436D/t51.2885-19/10865112_1526904520899116_1024173924_a.jpg,true,false,505904207,Kemba Walker
PF,99,Utah Jazz,12000000,Derrick Favors,56935,_dfavors15,Derrick Favors,https://scontent-lga3-1.cdninstagram.com/vp/e89bfdb6743cf4123b8993933e21aeb4/5B6C57A8/t51.2885-19/s150x150/15876023_363314327379054_33556055497637888_a.jpg,true,false,2101053617,Derrick Favors
PG,100,Brooklyn Nets,12000000,Jeremy Lin,1426749,jlin7,Jeremy Lin,https://scontent-lga3-1.cdninstagram.com/vp/0a037b72e3dbf2b1906a62bc600882e6/5B6D680B/t51.2885-19/10956766_1091974014165886_1814279444_a.jpg,true,false,281208646,Jeremy Lin
PG,101,LA Clippers,11825000,Austin Rivers,320976,austinjrivers,Austin Rivers,https://scontent-lga3-1.cdninstagram.com/vp/811239f07a5e101afb4e2a526ca07f75/5B5E9039/t51.2885-19/s150x150/26398510_733314380195613_7473138525471244288_n.jpg,true,false,54752764,Austin Rivers
SG,102,New York Knicks,11747890,Courtney Lee,167950,courtneylee,Courtney Lee,https://scontent-lga3-1.cdninstagram.com/vp/4290218d7da58e96776c060dc82d4fd1/5B5DE2EB/t51.2885-19/s150x150/29415070_628282600852569_2037133134868250624_n.jpg,true,false,41967695,Courtney Lee
PG,103,Los Angeles Lakers,11562500,Jordan Clarkson,1215529,jordanclarksons,Jordan Clarkson,https://scontent-lga3-1.cdninstagram.com/vp/acfea2f095fe879bad6684d3bf6f56e0/5B61C6FF/t51.2885-19/s150x150/17332828_761876827300267_4820697311942279168_a.jpg,true,false,11249386,Jordan Clarkson
C,104,Milwaukee Bucks,11422536,John Henson,73634,johnhenson31,,https://scontent-lga3-1.cdninstagram.com/vp/c54c96ce3f961073db8c5b288047100d/5B557C1D/t51.2885-19/s150x150/21909542_1886742451652948_9217100839141769216_n.jpg,true,false,19865557,John Henson
SG,105,Indiana Pacers,11227000,Monta Ellis,116544,iammontaellis,Monta Ellis,https://scontent-lga3-1.cdninstagram.com/vp/8890dd462acd73fc8a469c4e35630dae/5B5C5F61/t51.2885-19/s150x150/21480299_141341166473388_921892056954044416_a.jpg,true,false,584043334,Monta Ellis
C,106,Philadelphia 76ers,11000000,Amir Johnson,204141,iamamirjohnson,,https://scontent-lga3-1.cdninstagram.com/vp/74c67ba8f6553ca5b8facaaf99d94114/5B6DC67F/t51.2885-19/s150x150/15876032_171981483278564_7015739661091864576_a.jpg,true,false,37867524,Amir Johnson
SG,107,Miami Heat,11000000,Dion Waiters,177,dionwaiters11,Dion Waiters1️⃣1️⃣,https://scontent-lga3-1.cdninstagram.com/vp/e7f5334557cfc2557cf44f30aff8f135/5B60B0FE/t51.2885-19/s150x150/13642959_2061961394028351_1355759919_a.jpg,false,false,3507743235,Dion Waiters
SG,108,Utah Jazz,10845506,Alec Burks,3,alec.burks,Alec Burks,https://scontent-lga3-1.cdninstagram.com/vp/de8ec4fa67429a250d2ace04bba388cc/5B593AB6/t51.2885-19/s150x150/14566625_557075224498735_7853711883897929728_a.jpg,false,false,4054570406,Alec Burks
PG,109,San Antonio Spurs,10714286,Patty Mills,328545,balapat,Patty Mills,https://scontent-lga3-1.cdninstagram.com/vp/8e619996bfd8b5bf29ea11ba67053def/5B9BDFC4/t51.2885-19/11363914_750349638409373_1844683731_a.jpg,true,false,1339157767,Patty Mills
PF,110,Miami Heat,10607169,Kelly Olynyk,158678,kellyolynyk,Kelly Olynyk,https://scontent-lga3-1.cdninstagram.com/vp/e95e9daa0d7e30d1fe637a9b45e4783d/5B9D438A/t51.2885-19/s150x150/20184366_651604568366287_95541886801936384_a.jpg,true,false,350545113,Kelly Olynyk
C,111,Chicago Bulls,10595505,Omer Asik,29,omer_asik,Omer_Rockets,https://scontent-lga3-1.cdninstagram.com/vp/9e9975d590d6169752ba6fbee63a9618/5B563A57/t51.2885-19/11356552_1622753391330161_1312288862_a.jpg,false,false,379149927,Omer Asik
SG,112,Orlando Magic,10500000,Terrence Ross,87,terrence_ross_fan_page,Terrence Ross,https://scontent-lga3-1.cdninstagram.com/vp/b5e173979a5a59410b3ae215b09e5eca/5B6E7FBC/t51.2885-19/11910525_1629752597297797_87791028_a.jpg,false,false,1269431733,Terrence Ross
PF,113,Milwaukee Bucks,10500000,Mirza Teletovic,71879,mirzateletovic12,Mirza Teletović NBA Player,https://scontent-lga3-1.cdninstagram.com/vp/b9da879623c8f393de87ab4d708d2965/5B67A830/t51.2885-19/s150x150/20065366_484071651925699_5626749848905580544_a.jpg,true,false,1243851862,Mirza Teletovic
SF,114,Indiana Pacers,10500000,Bojan Bogdanovic,59202,44bojan,Bojan Bogdanovic,https://scontent-lga3-1.cdninstagram.com/vp/e3241f28b2fa73658940bc4eb443a9ce/5B543979/t51.2885-19/s150x150/17076586_1223859364398489_5072072294554140672_a.jpg,true,false,297672504,Bojan Bogdanovic
PF,115,Detroit Pistons,10497319,Jon Leuer,21595,jonleuer30,Jon Leuer,https://scontent-lga3-1.cdninstagram.com/vp/2a8e06102bf308784e5fde256a2c80d0/5B99EA91/t51.2885-19/s150x150/20590209_252542761923194_7350804160230457344_a.jpg,true,false,198192357,Jon Leuer
SG,116,Cleveland Cavaliers,10337079,Iman Shumpert,1613472,imanshumpert,Iman.,https://scontent-lga3-1.cdninstagram.com/vp/625ba379a4d51bc6cebae33c08894bae/5B6476BD/t51.2885-19/s150x150/30591075_440104289776441_1669670456170381312_n.jpg,true,false,15932476,Iman Shumpert
SF,117,Portland Trail Blazers,10162922,Maurice Harkless,61352,moe_harkless,Maurice Harkless,https://scontent-lga3-1.cdninstagram.com/vp/61a43f8afa953b5cabe64da34cfdf2a0/5B54FA29/t51.2885-19/s150x150/21372587_274485012955609_9075423972719329280_a.jpg,true,false,6756808,Maurice Harkless
SG,118,San Antonio Spurs,10000000,Danny Green,471218,greenranger14,Danny Green,https://scontent-lga3-1.cdninstagram.com/vp/1620782ff6005a0988de96e3b3caeba6/5B764665/t51.2885-19/s150x150/20986972_510268739320981_1144286855110328320_a.jpg,true,false,259244842,Danny Green
SF,119,Phoenix Suns,10000000,Jared Dudley,724,jareddudley619,Jared Dudley,https://scontent-lga3-1.cdninstagram.com/vp/2bb92cffe9df04dc970daf2f4f6ac97a/5B6B0894/t51.2885-19/11377834_643768725726915_512201838_a.jpg,false,false,455915666,Jared Dudley
PG,120,Indiana Pacers,10000000,Darren Collison,7240,darrencollison_,Darren Collison,https://scontent-lga3-1.cdninstagram.com/vp/d59a97bf32a62f650d600f6dafd5f7ce/5B5673CB/t51.2885-19/s150x150/24274221_130047744355428_7166586531799367680_n.jpg,false,false,1504306463,Darren Collison
C,121,Portland Trail Blazers,9904495,Meyers Leonard,121833,meyersleonard11,Meyers Leonard,https://scontent-lga3-1.cdninstagram.com/vp/f64970894f41b5c7627fb8fda021b9e1/5B6F1D40/t51.2885-19/s150x150/28430981_136451900513054_2667230125958889472_n.jpg,true,false,10524161,Meyers Leonard
SG,122,Milwaukee Bucks,9887640,Tony Snell,37057,t.snell_,Tony Snell,https://scontent-lga3-1.cdninstagram.com/vp/826428f427c207839f4e566aede458e7/5B9AF084/t51.2885-19/s150x150/14582360_339937186367006_6310263412681080832_a.jpg,true,false,3212652021,Tony Snell
C,123,Indiana Pacers,9769821,Al Jefferson,5,al.jefferson,Jefferson al,https://scontent-lga3-1.cdninstagram.com/vp/a4d40335b8a67ff0149758c633b4090a/5B7A25D4/t51.2885-19/1599357_415435061990300_534739917_a.jpg,false,false,2048613931,Al Jefferson
PG,124,Milwaukee Bucks,9607500,Matthew Dellavedova,894,chefdelly,Matthew Dellavedova,https://scontent-lga3-1.cdninstagram.com/vp/8740c655927e0f2e154fe6858209a79e/5B62C08D/t51.2885-19/11385201_402338729965896_1013905792_a.jpg,false,false,1697349889,Matthew Dellavedova
SG,125,Sacramento Kings,9412280,Bogdan Bogdanovic,500556,bogdanbogdanovic,Bogdan Bogdanovic,https://scontent-lga3-1.cdninstagram.com/vp/601028ce8b199aa0200f6c9701df4fc0/5B5C7EDB/t51.2885-19/s150x150/23967404_767784710058460_6977452931045916672_n.jpg,true,false,223869696,Bogdan Bogdanovic
SG,126,Oklahoma City Thunder,9259260,Andre Roberson,231,andre_roberson,,https://scontent-lga3-1.cdninstagram.com/vp/cc320a8d4d596d724ae469d920cfe75e/5B9D3488/t51.2885-19/s150x150/13183555_652906504862788_597017999_a.jpg,false,false,3246093713,Andre Roberson
PF,127,Philadelphia 76ers,9125000,Trevor Booker,48252,35_fitz,Trevor Booker,https://scontent-lga3-1.cdninstagram.com/vp/4ddc1cf4fa23220761c04764dbde9af4/5B761D9E/t51.2885-19/s150x150/13102516_256224491398706_730983238_a.jpg,true,false,11773708,Trevor Booker
C,128,Dallas Mavericks,9003125,Dwight Powell,37348,dwightpowell,Dwight Powell,https://scontent-lga3-1.cdninstagram.com/vp/8908b14eecadbdb0b85dbe9e7a0219f5/5B5CB7D4/t51.2885-19/s150x150/17662184_1857477701175125_939542194992185344_a.jpg,true,false,26661018,Dwight Powell
SG,129,Philadelphia 76ers,9000000,Gerald Henderson,50554,g_hender09,GERALD HENDERSON JR,https://scontent-lga3-1.cdninstagram.com/vp/c52ebbc1f6beedb499374354ee8b2f2b/5B5EB781/t51.2885-19/s150x150/17333899_1130028717106110_3598077348638883840_a.jpg,true,false,1666524396,Gerald Henderson
PG,130,Philadelphia 76ers,9000000,Jerryd Bayless,0,jerrydbayless,Jerryd Bayless,https://scontent-lga3-1.cdninstagram.com/vp/c3171f5f0ee8a3a5d5556678db3d58fd/5B62DFEF/t51.2885-19/s150x150/30589836_1815937798714179_2217524273856118784_n.jpg,false,false,7490425634,Jerryd Bayless
SG,131,LA Clippers,8808989,Avery Bradley,44732,averybradleycamps,averybradleyskillsacademy,https://scontent-lga3-1.cdninstagram.com/vp/a8deeb9305e1c5e7d015b3461790d623/5B7A8AF8/t51.2885-19/s150x150/27573884_586840184981727_3937577153129873408_n.jpg,true,true,5321804816,Avery Bradley
PF,132,Memphis Grizzlies,8533333,JaMychal Green,16441,roadtoriches_0,JaMychal Green,https://scontent-lga3-1.cdninstagram.com/vp/99296a09c199c2cb420e1b655510cfc7/5B58937C/t51.2885-19/s150x150/13397423_1722786414642635_1642600171_a.jpg,true,false,2258085878,JaMychal Green
SF,133,New Orleans Pelicans,8445024,E'Twaun Moore,22275,etwaun_55,E'Twaun Moore,https://scontent-lga3-1.cdninstagram.com/vp/eefc7c15a5d84f4c959f4f84c2a54bf2/5B6CCC49/t51.2885-19/s150x150/24174984_155063825108710_8696665074766446592_n.jpg,true,false,3713143232,E'Twaun Moore
SF,134,San Antonio Spurs,8406000,Rudy Gay,784603,rudygay,Rudy Gay,https://scontent-lga3-1.cdninstagram.com/vp/9f204aa45b6a7c0f65fb8be1b6c7580b/5B697561/t51.2885-19/s150x150/20582653_296052570863607_7474162943890817024_a.jpg,true,false,7552274,Rudy Gay
C,135,Sacramento Kings,8393000,Kosta Koufos,29459,kostakoufos,2K,https://scontent-lga3-1.cdninstagram.com/vp/4c4bd9abd65e0b9e179cad5983529096/5B5ADF13/t51.2885-19/s150x150/14482796_843107935824509_5256410147709779968_a.jpg,true,false,533601297,Kosta Koufos
PF,136,Washington Wizards,8000000,Markieff Morris,19,markieffmorris,,https://scontent-lga3-1.cdninstagram.com/vp/fd0bd29ec44bea1972083b22b811a9be/5B689ACC/t51.2885-19/s150x150/17077104_163218974187899_9010741108111572992_a.jpg,false,true,1468226362,Markieff Morris
SF,137,Sacramento Kings,8000000,Garrett Temple,34453,gtemp17,Garrett Temple,https://scontent-lga3-1.cdninstagram.com/vp/ac9da4720654968dca528e889fc88bff/5B6C94FC/t51.2885-19/s150x150/26185197_325680637934385_4291350087428210688_n.jpg,true,false,22194942,Garrett Temple
SG,138,Sacramento Kings,8000000,Vince Carter,1659,vincecarter_official,Vince carter,https://scontent-lga3-1.cdninstagram.com/vp/ac232a5d4414a90e3d44a92ead3f5447/5B56545C/t51.2885-19/s150x150/12534264_996758897058740_2116177066_a.jpg,false,false,2836645490,Vince Carter
SF,139,Los Angeles Lakers,8000000,Yi Jianlian,798,yi_jianlian_,易建联,https://scontent-lga3-1.cdninstagram.com/vp/d8bc1119456e1ce300e5531f677fd4a0/5B5ABBF4/t51.2885-19/s150x150/13671899_1687301114929096_797629553_a.jpg,false,false,3303529659,Yi Jianlian
SF,140,Toronto Raptors,7936509,CJ Miles,92670,masfresco,Cj Miles,https://scontent-lga3-1.cdninstagram.com/vp/f59fbf3f9118bf570a720a7a54f61c11/5B68728D/t51.2885-19/s150x150/23280111_2021919431373780_4736415244547522560_n.jpg,true,false,7413397,CJ Miles
C,141,Chicago Bulls,7833500,Cristiano Felicio,54068,imfelicio,Cristiano Felicio 🇧🇷🏀🇺🇸,https://scontent-lga3-1.cdninstagram.com/vp/fd577ff82f9209b98251ec73c27e0096/5B57DCDC/t51.2885-19/s150x150/18014006_417377208627445_6561481555972194304_a.jpg,true,false,223064098,Cristiano Felicio
PG,142,Golden State Warriors,7692308,Shaun Livingston,631114,sdot1414,Shaun Livingston,https://scontent-lga3-1.cdninstagram.com/vp/90eebfd97d4013bf2165e94660c906fe/5B999C5F/t51.2885-19/s150x150/21820185_168159887095008_6370201760060932096_n.jpg,true,false,476791482,Shaun Livingston
PG,143,Indiana Pacers,7630000,Cory Joseph,233626,coryjoseph,Cory Joseph,https://scontent-lga3-1.cdninstagram.com/vp/4687dd0dcf83eda2c19752f27bbc1e7c/5B5A1BD6/t51.2885-19/s150x150/17596528_1781678682160738_5374068165443584000_a.jpg,true,false,1469384191,Cory Joseph
SF,144,Houston Rockets,7590035,PJ Tucker,222815,therealpjtucker17,P.J. Tucker,https://scontent-lga3-1.cdninstagram.com/vp/81b2276bd14adcf16adaa26ebc3d11ad/5B5694D3/t51.2885-19/s150x150/16789455_1049495351821986_3702341832982659072_a.jpg,true,false,1818392454,PJ Tucker
SF,145,Oklahoma City Thunder,7579366,Corey Brewer,254,corey__brewer,Corey Brewer,https://scontent-lga3-1.cdninstagram.com/vp/3f55edadc5ac3d44f23eef49b92edc29/5B573A1B/t51.2885-19/11116847_880057915385236_1760553144_a.jpg,false,false,2002411691,Corey Brewer
SF,146,Minnesota Timberwolves,7574323,Andrew Wiggins,2144649,22wiggins,Andrew Wiggins,https://scontent-lga3-1.cdninstagram.com/vp/65b782c5d978653479525631a8d40c8b/5B565192/t51.2885-19/s150x150/29091013_160763947961741_861149562847363072_n.jpg,true,false,46337289,Andrew Wiggins
C,147,Utah Jazz,7500000,Boris Diaw,257819,diawboris,Borisdiaw,https://scontent-lga3-1.cdninstagram.com/vp/cfdfd6c660b76c45a6fa35a219f5d3a1/5B53FD6D/t51.2885-19/s150x150/20766497_455514008168571_5315211432562786304_a.jpg,true,false,281835802,Boris Diaw
PF,148,Denver Nuggets,7464912,Darrell Arthur,12343,d_arthur00,Darrell Arthur,https://scontent-lga3-1.cdninstagram.com/vp/d562f47b7a7faf696b81ef204fd9c49c/5B6615E7/t51.2885-19/s150x150/26346714_329737944190391_4248350601437511680_n.jpg,true,true,1561440728,Darrell Arthur
PF,149,Los Angeles Lakers,7420912,Channing Frye,296398,channingfrye,Channing Frye,https://scontent-lga3-1.cdninstagram.com/vp/e83c85b6eb064be9524225101006436c/5B6B61F7/t51.2885-19/s150x150/27881296_373925199743326_7913704244786495488_n.jpg,true,false,21707908,Channing Frye
SF,150,Houston Rockets,7420912,Trevor Ariza,647,trevorariza1,Trevor Ariza,https://scontent-lga3-1.cdninstagram.com/vp/07233300ff07f64063ccd3205621da98/5B5C5400/t51.2885-19/11326475_1887753198117264_1078128616_a.jpg,false,false,280454906,Trevor Ariza
C,151,Portland Trail Blazers,7400000,Festus Ezeli,309539,fezzyfel,Festus Ezeli,https://scontent-lga3-1.cdninstagram.com/vp/6cdbad80815bcd5feed5b41e9c2d6012/5B99742C/t51.2885-19/s150x150/30591994_612084035816600_2400623827810779136_n.jpg,true,false,175903053,Festus Ezeli
PF,152,Portland Trail Blazers,7319035,Al-Farouq Aminu,65304,chiefhasarrived,Al-Farouq Aminu,https://scontent-lga3-1.cdninstagram.com/vp/882c9549694968fbb3abba158b9b5959/5B5B0C9D/t51.2885-19/s150x150/21041611_1407936752617337_7913420136994832384_a.jpg,true,false,8174195,Al-Farouq Aminu
C,153,Minnesota Timberwolves,7300000,Cole Aldrich,38282,colea45,Cole Aldrich,https://scontent-lga3-1.cdninstagram.com/vp/c4af4977415e390456f9915ab9def953/5B55CCBB/t51.2885-19/s150x150/12519341_966889530071008_1196497050_a.jpg,true,false,18308780,Cole Aldrich
PG,154,Orlando Magic,7250000,D.J. Augustin,232,djaugustin14_,Dj Augustin,https://scontent-lga3-1.cdninstagram.com/vp/d0b5f724b2f8cac7c490632af00bc5eb/5B686E2B/t51.2885-19/10299746_537355093041836_1029251093_a.jpg,false,false,1329147063,D.J. Augustin
PG,155,Philadelphia 76ers,7026240,Markelle Fultz,1304442,markellefultz,markellefultz,https://scontent-lga3-1.cdninstagram.com/vp/018ba780f8e31f946f550269133f10b9/5B561FE9/t51.2885-19/s150x150/28429293_155411241844410_3800973420473090048_n.jpg,true,false,238092542,Markelle Fultz
SG,156,LA Clippers,7000000,Lou Williams,546845,louwillville,Lou Williams,https://scontent-lga3-1.cdninstagram.com/vp/25e1d2d4d3ede6dbd53c0a14e03b6181/5B672AB9/t51.2885-19/s150x150/14504647_268146100251996_703357682777587712_a.jpg,true,false,18233239,Lou Williams
SG,157,Charlotte Hornets,7000000,Jeremy Lamb,107249,jeremylamb1,,https://scontent-lga3-1.cdninstagram.com/vp/7f6ec7e3a5857cecd9a4bacbb4dbed0c/5B7725FC/t51.2885-19/s150x150/12394018_926710940745423_705981238_a.jpg,true,false,214224664,Jeremy Lamb
PG,158,Indiana Pacers,7000000,Rodney Stuckey,297,rodney_stuckey,Rodney Stuckey,https://scontent-lga3-1.cdninstagram.com/vp/d56c08057af3e42ed5571155ceff903d/5B5C6428/t51.2885-19/1168546_689603551092701_676344378_a.jpg,false,false,1440492628,Rodney Stuckey
SG,159,Cleveland Cavaliers,7000000,Kyle Korver,719976,kkorv26,Kyle Korver,https://scontent-lga3-1.cdninstagram.com/vp/f40f1f4c3725434f2db18ba9528a8e4a/5B773E7A/t51.2885-19/s150x150/15803676_1650361428601694_3024046495558008832_n.jpg,true,false,478447649,Kyle Korver
PF,160,Utah Jazz,6796117,Jae Crowder,382161,bossmann99,JAE CROWDER,https://scontent-lga3-1.cdninstagram.com/vp/e14aaf77b5b2a7c9c40855262b17f296/5B576002/t51.2885-19/s150x150/27576623_159049421553287_1592152206352580608_n.jpg,true,false,2206418091,Jae Crowder
PF,161,Milwaukee Bucks,6782392,Jabari Parker,544388,jabariparker,Jabari Parker,https://scontent-lga3-1.cdninstagram.com/vp/02c77d0e2b29e3d3ca079406b52f33af/5B70A77E/t51.2885-19/s150x150/15403406_353415098351008_1331086085303828480_a.jpg,true,false,47846926,Jabari Parker
SG,162,Detroit Pistons,6666667,Langston Galloway,82823,langgalloway10,Langston Galloway,https://scontent-lga3-1.cdninstagram.com/vp/9a9da12129c87b5694ceafad706be7f6/5B5F7996/t51.2885-19/s150x150/13721321_1586952401598575_426230686_a.jpg,true,false,318187054,Langston Galloway
SF,163,New York Knicks,6655325,Lance Thomas,86120,mrlance42,Lance Thomas,https://scontent-lga3-1.cdninstagram.com/vp/ffd0f9c4c2a24541cfb2d5d1bbf8364d/5B9CAE8A/t51.2885-19/s150x150/22793934_1711545142190002_7720693834752983040_n.jpg,true,false,2165139423,Lance Thomas
PF,164,Philadelphia 76ers,6500000,Carl Landry,112,carl.landry,Carl Landry,https://scontent-lga3-1.cdninstagram.com/vp/7bcd1dad8e1afb4424746bc9e5d9a20f/5B5E6263/t51.2885-19/s150x150/12599066_172144843150605_31457091_a.jpg,false,false,2689822097,Carl Landry
C,165,San Antonio Spurs,6393750,Tim Duncan,9829,_timduncan21,Tim Duncan,https://scontent-lga3-1.cdninstagram.com/vp/878a9435d36e70d4974c5d5231686ea3/5B5C17F1/t51.2885-19/s150x150/20394232_1355561887891694_8084797535492767744_a.jpg,false,false,1097258751,Tim Duncan
PF,166,Portland Trail Blazers,6362998,Andrew Nicholson,12841,nicholaf44,Andrew Nicholson,https://scontent-lga3-1.cdninstagram.com/vp/e857c684c5e64debfd188de1edb9ea31/5B7B68DC/t51.2885-19/s150x150/19625015_211674589357258_7610799988313948160_a.jpg,true,false,41581217,Andrew Nicholson
PF,167,Portland Trail Blazers,6352531,Ed Davis,126615,eddavisxvii,Ed Davis,https://scontent-lga3-1.cdninstagram.com/vp/460beea1002a8bc9e40801099e83e998/5B67989D/t51.2885-19/s150x150/29093271_1915251198786928_6486513855303254016_n.jpg,true,false,186303367,Ed Davis
SF,168,Orlando Magic,6300000,Jonathon Simmons,128198,tharealjsimms,The Jonathon Simmons,https://scontent-lga3-1.cdninstagram.com/vp/8c9d2e86b1e9fbc8495697469b7e7148/5B5D4830/t51.2885-19/s150x150/25017425_167584130512031_5158000829071884288_n.jpg,true,false,21937980,Jonathon Simmons
PG,169,Los Angeles Lakers,6286560,Lonzo Ball,4652349,zo,Lonzo Ball,https://scontent-lga3-1.cdninstagram.com/vp/26110ff9540044f61773ab4ed9d8d82f/5B9906F4/t51.2885-19/s150x150/27578807_822403421278136_5684227407658090496_n.jpg,true,false,243382891,Lonzo Ball
SG,170,Miami Heat,6270000,Wayne Ellington,62676,wayne_elli,Wayne Ellington,https://scontent-lga3-1.cdninstagram.com/vp/f8cd9f04112ca2100974f0f3d3e12617/5B9AE63D/t51.2885-19/s150x150/11378525_785229258257852_1168963850_a.jpg,true,false,2088240108,Wayne Ellington
PG,171,Los Angeles Lakers,6261395,Isaiah Thomas,3548444,isaiahthomas,Isaiah Thomas,https://scontent-lga3-1.cdninstagram.com/vp/62036232c554e031f8edc92ebef08d91/5B656325/t51.2885-19/s150x150/28436265_575116316182253_1484020529160519680_n.jpg,true,false,2136193276,Isaiah Thomas
C,172,Minnesota Timberwolves,6216840,Karl-Anthony Towns,2074575,karltowns,Karl-Anthony Towns,https://scontent-lga3-1.cdninstagram.com/vp/a0b3f82a8ec7a7cf1ac3a841f29f73a8/5B7970C7/t51.2885-19/s150x150/22278293_1519402841479789_7367598375711014912_n.jpg,true,false,20650588,Karl-Anthony Towns
PG,173,Philadelphia 76ers,6168840,Ben Simmons,2541623,bensimmons,Ben Simmons,https://scontent-lga3-1.cdninstagram.com/vp/a87c3d7b8a1fea210b517cb0af11bb23/5B767D16/t51.2885-19/s150x150/30076349_922804291230572_6717434902276472832_n.jpg,true,false,539605353,Ben Simmons
C,174,Philadelphia 76ers,6100266,Joel Embiid,2284694,joelembiid,Joel "The Process" Embiid,https://scontent-lga3-1.cdninstagram.com/vp/6714c9e93f907244487ea4ad2c7c2929/5B668B91/t51.2885-19/s150x150/27894485_194277897971436_1177688480763871232_n.jpg,true,false,1015036453,Joel Embiid
PF,175,Milwaukee Bucks,6061175,Spencer Hawes,27063,spenceneedle,Spencer Hawes,https://scontent-lga3-1.cdninstagram.com/vp/1909ecfae0d99e230b0f0f738c9c05b3/5B5F30F6/t51.2885-19/11850408_1607986359452837_1233042961_a.jpg,true,false,174291537,Spencer Hawes
PF,176,Dallas Mavericks,6021175,Josh McRoberts,95,joshmcroberts,Josh McRoberts,https://scontent-lga3-1.cdninstagram.com/vp/813b749897c71d804b0eb4236485aff5/5B9C8771/t51.2885-19/11881774_527072274118253_1889938120_a.jpg,false,false,230648098,Josh McRoberts
PG,177,LA Clippers,6000000,Milos Teodosic,181574,milosteodosic4,Milos Teodosic,https://scontent-lga3-1.cdninstagram.com/vp/4209d5b7c71e3cbf72b65d7c0471ebb9/5B6A60EB/t51.2885-19/s150x150/25010267_1967776916794507_8742312270656176128_n.jpg,true,false,2304153870,Milos Teodosic
PF,178,Philadelphia 76ers,6000000,Ersan Ilyasova,80559,ersanilyasova7,Ersan Ilyasova,https://scontent-lga3-1.cdninstagram.com/vp/46bc5d1cd217eefc44096b99738e3618/5B68BE5D/t51.2885-19/s150x150/30591541_440146049755382_4723525364792426496_n.jpg,true,false,596326439,Ersan Ilyasova
PF,179,Phoenix Suns,6000000,Alan Williams,31317,alantwilliams,Alan Williams,https://scontent-lga3-1.cdninstagram.com/vp/af485e15688b3b960dec4723552abf95/5B646C57/t51.2885-19/s150x150/22582172_856504024524280_1912805436650684416_n.jpg,true,false,30860169,Alan Williams
C,180,Atlanta Hawks,6000000,Dewayne Dedmon,51176,d_dedmon3,Dewayne Dedmon,https://scontent-lga3-1.cdninstagram.com/vp/4f5c089cf8886748e08dcfa8d6444d9d/5B5B0C65/t51.2885-19/s150x150/14709639_178492009271963_659694074583842816_a.jpg,true,false,19547914,Dewayne Dedmon
SF,181,LA Clippers,5882260,Wesley Johnson,1959,wesleyjohnson76,Wesley Johnson,https://scontent-lga3-1.cdninstagram.com/vp/b76565f37193cda8ea7eb03a79b2c4fe/5B67D59C/t51.2885-19/10520125_501326809998652_444749793_a.jpg,true,false,640966535,Wesley Johnson
SG,182,Miami Heat,5881260,Tyler Johnson,48525,tjohnny09,Tyler Johnson,https://scontent-lga3-1.cdninstagram.com/vp/f9a8c57107bdc1a6bd6333a51cf62eaa/5B78DA46/t51.2885-19/s150x150/14730670_1235659479826305_6903460613154930688_a.jpg,true,false,53361093,Tyler Johnson
SG,183,Oklahoma City Thunder,5725000,Alex Abrines,150041,alexabrines,Alex,https://scontent-lga3-1.cdninstagram.com/vp/256720b52f68bc1d31be80cc307bff00/5B550F73/t51.2885-19/s150x150/13696791_1566242517005282_1860073846_a.jpg,true,false,321000564,Alex Abrines
SF,184,Boston Celtics,5645400,Jayson Tatum,1107481,jaytatum0,Jayson Tatum🙏🏀,https://scontent-lga3-1.cdninstagram.com/vp/db8d134f071dd4af422740c24efec808/5B5988AB/t51.2885-19/s150x150/14736444_221312611674418_2770031091606618112_a.jpg,true,false,41157727,Jayson Tatum
